dt,timestamp,open,high,low,close,volumeBTC,volumeUSD,weightedPrice
2010-08-11,1281484800,0.06,0.07541,0.06,0.067,14061.18,1015.6416825,0.07223018854
2010-08-12,1281571200,0.068,0.07,0.06141,0.07,2062.31,134.4872288,0.065211936518
2010-08-13,1281657600,0.0665,0.068,0.0645,0.0645,3591.77,233.8004368,0.065093376469
2010-08-14,1281744000,0.0655,0.0695,0.0645,0.067,4404.2,295.3084789,0.067051559625
2010-08-15,1281830400,0.067,0.067,0.065,0.06529,4462.866,294.94926945,0.066089653924
2010-08-16,1281916800,0.06319,0.0679,0.062,0.0655,10731.468,696.80254899,0.064930776385
2010-08-17,1282003200,0.0655,0.0769,0.06243,0.07,13185.74,915.0003158,0.069393171396
2010-08-18,1282089600,0.06999,0.0733,0.067,0.068,2953.975,203.82833613,0.069001374802
2010-08-19,1282176000,0.0679,0.0679,0.0667,0.0667,741.115,50.0425085,0.067523270343
2010-08-20,1282262400,0.0667,0.0667,0.065,0.0655,4199.747,276.4108105,0.065816062372
2010-08-21,1282348800,0.0655,0.0669,0.0644,0.0664,10443.86,688.5147954,0.065925318359
2010-08-22,1282435200,0.065,0.0664,0.0612,0.066,18648.972,1183.64149298,0.063469530277
2010-08-23,1282521600,0.066,0.06689,0.063,0.06491,4297.49,281.877223,0.065591129473
2010-08-24,1282608000,0.06491,0.0665,0.06491,0.065,6711.757,444.65573957,0.066250273895
2010-08-25,1282694400,0.06499,0.0665,0.0641,0.0648,4228.88,278.8612816,0.065942112711
2010-08-26,1282780800,0.06482,0.0658,0.064,0.064,3870.01,251.563028,0.065003198441
2010-08-27,1282867200,0.064,0.065,0.063,0.065,9009.973,583.708613,0.064784723883
2010-08-28,1282953600,0.065,0.065,0.0641,0.0641,6174.005,399.4527639,0.064699131909
2010-08-29,1283040000,0.0647,0.0648,0.064,0.064,3173.402,204.8752337,0.06456012623
2010-08-30,1283126400,0.0646,0.069,0.03211,0.06497,34193.138,2134.99651286,0.062439326653
2010-08-31,1283212800,0.06411,0.0649,0.06,0.06,14886.907,933.22890492,0.062687897823
2010-09-01,1283299200,0.062,0.0629,0.05961,0.0629,7164.722,436.730099,0.060955623819
2010-09-02,1283385600,0.061,0.0634,0.0601,0.0634,8150.73,498.9765628,0.061218634748
2010-09-03,1283472000,0.061,0.063,0.06085,0.06085,892.0,54.61025,0.061222253363
2010-09-04,1283558400,0.06125,0.06238,0.0612,0.06238,3301.0,202.26638,0.061274274462
2010-09-05,1283644800,0.06245,0.064,0.0605,0.0616,8459.24,527.96945246,0.06241334357
2010-09-06,1283731200,0.0627,0.0627,0.0616,0.0616,910.0,56.128,0.061679120879
2010-09-07,1283817600,0.0616,0.06201,0.0603,0.061,3457.192,212.35224479,0.061423329913
2010-09-08,1283904000,0.061,0.062,0.06099,0.062,2345.41,143.36492,0.06112573921
2010-09-09,1283990400,0.0611,0.0624,0.06109,0.06111,1733.502,107.6759279,0.062114683398
2010-09-10,1284076800,0.061,0.0618,0.06014,0.0618,4939.788,301.79614516,0.061094958966
2010-09-11,1284163200,0.0619,0.065,0.0619,0.06366,7749.14,491.192371,0.063386694653
2010-09-12,1284249600,0.0621,0.0621,0.0615,0.0615,793.88,48.98673581,0.061705466582
2010-09-13,1284336000,0.06199,0.064,0.0607,0.06219,10076.336,632.19595537,0.062740658447
2010-09-14,1284422400,0.062,0.175,0.061,0.06199,14014.808,876.75528827,0.062559207966
2010-09-15,1284508800,0.0625,0.0625,0.0604,0.0604,3651.85,223.27125883,0.061139219527
2010-09-16,1284595200,0.0618,0.0619,0.0618,0.0619,730.0,45.1686,0.061874794521
2010-09-17,1284681600,0.06089,0.0609,0.059,0.059,7262.0,438.94275418,0.06044378328
2010-09-18,1284768000,0.059,0.061,0.05761,0.061,7092.609,427.75509344,0.060309978097
2010-09-19,1284854400,0.06091,0.0627,0.06,0.0627,12852.17,797.36052362,0.062040925666
2010-09-20,1284940800,0.0621,0.0634,0.062,0.0621,14307.94,891.1876315,0.062286229289
2010-09-21,1285027200,0.06309,0.0633,0.0623,0.06265,5735.946,359.8172192,0.062730231282
2010-09-22,1285113600,0.0624,0.0624,0.06147,0.0622,11560.4,717.32508,0.062050195495
2010-09-23,1285200000,0.0621,0.063,0.0615,0.06231,15505.33,970.0930669,0.062565135144
2010-09-24,1285286400,0.06209,0.0624,0.06209,0.0622,684.375,42.6571,0.062330009132
2010-09-25,1285372800,0.06222,0.0624,0.0617,0.06202,2152.5,133.05095,0.061812288037
2010-09-26,1285459200,0.06204,0.06228,0.06186,0.062,12058.125,748.20160625,0.062049581195
2010-09-27,1285545600,0.06205,0.06228,0.0619,0.0622,10752.245,668.5254443,0.06217542888
2010-09-28,1285632000,0.06196,0.06271,0.0617,0.0619,7086.153,439.04595529,0.061958294619
2010-09-29,1285718400,0.062,0.062,0.0615,0.06191,23475.642,1450.79045086,0.061799820037
2010-09-30,1285804800,0.06174,0.0619,0.06155,0.0619,7917.025,488.14501265,0.061657631831
2010-10-01,1285891200,0.06189,0.062,0.06189,0.06197,1717.45,106.4618581,0.061988330432
2010-10-02,1285977600,0.06188,0.06191,0.06125,0.0614,13059.737,802.51667662,0.061449681308
2010-10-03,1286064000,0.06139,0.0614,0.061,0.06111,7172.633,439.88129455,0.061327729238
2010-10-04,1286150400,0.06113,0.062,0.06081,0.0613,33995.369,2079.88766329,0.061181499848
2010-10-05,1286236800,0.06132,0.06301,0.0609,0.0614,27526.613,1699.19527154,0.061729180831
2010-10-06,1286323200,0.06145,0.0635,0.0612,0.06281,33433.302,2091.2833326,0.062550906058
2010-10-07,1286409600,0.06312,0.067,0.0628,0.067,43692.981,2812.79229395,0.064376296366
2010-10-08,1286496000,0.067,0.088,0.01,0.08685,139287.286,10784.22974509,0.077424365531
2010-10-09,1286582400,0.08411,0.12001,0.068,0.0938,187846.954,16104.87300711,0.085734011993
2010-10-10,1286668800,0.093,0.1301,0.07999,0.0965,50684.192,4889.34882748,0.096466938399
2010-10-11,1286755200,0.091,0.103,0.091,0.095,14092.905,1395.228085,0.0990021635
2010-10-12,1286841600,0.094,0.099,0.082,0.0949,25660.749,2396.8167869,0.093404007299
2010-10-13,1286928000,0.092,0.105,0.092,0.105,47557.265,4558.5239107,0.095853365636
2010-10-14,1287014400,0.1045,0.1045,0.065,0.102,37217.28,3701.64502755,0.099460385809
2010-10-15,1287100800,0.1,0.119,0.092,0.105,24643.334,2554.90521892,0.103675307039
2010-10-16,1287187200,0.1,0.103,0.1,0.101,6284.708,633.63076692,0.100821035268
2010-10-17,1287273600,0.102,0.1045,0.10001,0.102,18222.191,1857.80134986,0.101952687789
2010-10-18,1287360000,0.103,0.103,0.097,0.1024,25665.087,2591.6409552,0.100979239042
2010-10-19,1287446400,0.1,0.1019,0.097,0.097,6235.1,623.33733,0.099972306779
2010-10-20,1287532800,0.1,0.103,0.094,0.099,31855.0,3221.08376,0.101117054152
2010-10-21,1287619200,0.0972,0.109,0.097,0.107,44867.0,4616.851667,0.102900832839
2010-10-22,1287705600,0.1015,0.10901,0.1015,0.1025,34603.909,3665.43402971,0.105925432578
2010-10-23,1287792000,0.108,0.109,0.10449,0.1055,4423.469,481.515121,0.108854638972
2010-10-24,1287878400,0.108,0.19,0.108,0.11501,13800.23,1560.60996,0.113085793498
2010-10-25,1287964800,0.09009,0.19,0.09009,0.132,30299.635,4450.000605,0.146866475619
2010-10-26,1288051200,0.133,0.18,0.133,0.1503,19219.125,2995.09142,0.155839114424
2010-10-27,1288137600,0.151,0.19,0.151,0.1877,65605.872,11594.017888,0.176722258764
2010-10-28,1288224000,0.1845,0.191,0.1731,0.1731,21525.035,4009.66975927,0.18627936072
2010-10-29,1288310400,0.1799,0.19,0.173,0.19,28686.852,5380.4898858,0.187559439628
2010-10-30,1288396800,0.1876,0.199,0.1875,0.1989,26708.94,5112.034034,0.191397862813
2010-10-31,1288483200,0.194,0.1989,0.171,0.1925,40337.756,7829.46048952,0.194097571752
2010-11-01,1288569600,0.1925,0.1955,0.172,0.1955,21258.611,4049.753725,0.190499451022
2010-11-02,1288656000,0.192,0.195,0.1905,0.1938,5853.394,1121.3397176,0.191570859163
2010-11-03,1288742400,0.1938,0.275,0.125,0.1931,61472.627,11769.61462949,0.19146106493
2010-11-04,1288828800,0.1988,0.23601,0.1934,0.23,29698.431,6229.16344661,0.209747223569
2010-11-05,1288915200,0.2101,0.2639,0.2101,0.26,36622.072,8757.148192,0.23912213902
2010-11-06,1289001600,0.262,0.5,0.2402,0.39,32756.129,9396.96179627,0.286876443681
2010-11-07,1289088000,0.46999,0.46999,0.286,0.34,77218.719,27937.74052692,0.361800103508
2010-11-08,1289174400,0.3459,0.37,0.2261,0.243,118203.827,38339.26195402,0.324348736645
2010-11-09,1289260800,0.251,0.323,0.199,0.21,47983.393,12808.30486113,0.266932037531
2010-11-10,1289347200,0.2101,0.24,0.14,0.24,30387.028,6110.1298337,0.201076914587
2010-11-11,1289433600,0.2299,0.24,0.21,0.2231,5031.88,1111.550263,0.2209015841
2010-11-12,1289520000,0.2289,0.29,0.223,0.2682,40720.385,10494.46308814,0.257720134231
2010-11-13,1289606400,0.2799,0.3,0.2683,0.276,21915.573,6351.5839966,0.289820576291
2010-11-14,1289692800,0.276,0.299,0.2702,0.27904,16844.327,4793.8131794,0.284595114984
2010-11-15,1289779200,0.27904,0.2828,0.2682,0.2682,8507.74,2337.4988037,0.274749675437
2010-11-16,1289865600,0.2683,0.275,0.223,0.223,33931.012,8609.6730792,0.253740533268
2010-11-17,1289952000,0.223,0.29,0.2116,0.2299,32871.602,8662.60689971,0.263528589197
2010-11-18,1290038400,0.2221,0.283,0.2221,0.2678,37446.671,10253.2690408,0.273809894631
2010-11-19,1290124800,0.2683,0.28,0.2682,0.28,2157.562,583.44613385,0.27041917398
2010-11-20,1290211200,0.27999,0.29,0.26825,0.28301,14652.694,4119.07125308,0.281113579051
2010-11-21,1290297600,0.27631,0.282,0.27631,0.27675,765.0,212.67088,0.278001150327
2010-11-22,1290384000,0.27679,0.2879,0.269,0.2879,28205.85,7818.64285736,0.277199334796
2010-11-23,1290470400,0.2825,0.28449,0.276,0.28295,4856.923,1361.81867519,0.280387124768
2010-11-24,1290556800,0.28295,0.28299,0.2761,0.28299,2514.912,710.24141758,0.282412035721
2010-11-25,1290643200,0.2825,0.2825,0.278,0.28,1679.595,469.9930752,0.279825240728
2010-11-26,1290729600,0.27899,0.289,0.27612,0.2844,33531.876,9510.98109453,0.283639993615
2010-11-27,1290816000,0.2844,0.2844,0.28255,0.283,1825.388,515.8978472,0.282623665325
2010-11-28,1290902400,0.283,0.28461,0.27,0.27,20802.126,5746.30470424,0.276236414693
2010-11-29,1290988800,0.279,0.279,0.2151,0.2299,35055.403,8802.05644856,0.251089866192
2010-11-30,1291075200,0.2299,0.2299,0.204,0.2082,21476.251,4570.5792061,0.212820161494
2010-12-01,1291161600,0.2095,0.2299,0.2095,0.2275,8157.894,1752.72324825,0.214849965965
2010-12-02,1291248000,0.228,0.2553,0.218,0.255,20312.234,4800.553787,0.236338050605
2010-12-03,1291334400,0.25,0.2552,0.243,0.25105,2570.345,633.78483925,0.246575786227
2010-12-04,1291420800,0.255,0.2589,0.205,0.205,28560.716,6673.4025762,0.233656697409
2010-12-05,1291507200,0.22,0.235,0.19,0.19,5740.175,1178.0291393,0.2052253005
2010-12-06,1291593600,0.225,0.225,0.1841,0.204,4319.255,863.020207,0.199807653635
2010-12-07,1291680000,0.1938,0.2477,0.1701,0.233,24592.915,5411.79520427,0.220055052615
2010-12-08,1291766400,0.24,0.24,0.22,0.2388,3430.41,789.863565,0.230253399739
2010-12-09,1291852800,0.226,0.233,0.1701,0.2,21336.327,4411.9354408,0.206780456674
2010-12-10,1291939200,0.19999,0.204,0.18251,0.204,1684.254,328.16543868,0.194843199826
2010-12-11,1292025600,0.204,0.228,0.1907,0.228,5788.686,1267.2008993,0.218909939026
2010-12-12,1292112000,0.208,0.2279,0.20676,0.22,1963.558,418.8037469,0.2132881977
2010-12-13,1292198400,0.2101,0.23,0.21,0.2299,6415.59,1425.91938662,0.222258496353
2010-12-14,1292284800,0.2289,0.2468,0.21,0.24669,10388.097,2403.8267417,0.231402030776
2010-12-15,1292371200,0.245,0.246,0.238,0.23801,3684.68,901.1484578,0.244566273815
2010-12-16,1292457600,0.23801,0.255,0.22221,0.24996,14355.331,3522.62327006,0.245387812379
2010-12-17,1292544000,0.249,0.249,0.24,0.24,525.513,130.185227,0.247729793554
2010-12-18,1292630400,0.2487,0.24881,0.241,0.241,169.109,41.67057729,0.24641253446
2010-12-19,1292716800,0.248,0.2499,0.24,0.2401,2000.757,487.494493,0.243655023074
2010-12-20,1292803200,0.2401,0.275,0.24,0.267,10682.705,2769.8807565,0.259286459422
2010-12-21,1292889600,0.26,0.267,0.24,0.24,9225.789,2291.81427904,0.248413905742
2010-12-22,1292976000,0.244,0.25,0.244,0.25,3800.458,949.37609,0.249805704997
2010-12-23,1293062400,0.248,0.25,0.241,0.25,8650.148,2160.7383892,0.249792071673
2010-12-24,1293148800,0.25,0.25,0.242,0.248,5033.249,1252.0458158,0.248754992213
2010-12-25,1293235200,0.2475,0.25,0.2475,0.2499,703.0,175.4417,0.249561450925
2010-12-26,1293321600,0.2499,0.27,0.24639,0.265,16584.97,4203.0328292,0.253424204518
2010-12-27,1293408000,0.251,0.27,0.251,0.265,4935.49,1270.151704,0.257350679264
2010-12-28,1293494400,0.264,0.281,0.2612,0.281,15438.708,4238.983397,0.274568532354
2010-12-29,1293580800,0.271,0.301,0.271,0.3,18609.144,5363.74749398,0.288231822699
2010-12-30,1293667200,0.291,0.3,0.291,0.3,2539.873,759.917027,0.299194891634
2010-12-31,1293753600,0.3,0.3,0.292,0.3,1453.719,428.4412,0.294720781664
2011-01-01,1293840000,0.292,0.3,0.292,0.3,2821.243,841.9497608,0.298432201976
2011-01-02,1293926400,0.29459,0.3,0.289,0.29997,5352.108,1584.6618221,0.296081809653
2011-01-03,1294012800,0.29,0.2999,0.29,0.295,1425.19,420.850466,0.295294287779
2011-01-04,1294099200,0.29601,0.29987,0.289,0.29895,1879.003,548.3304369,0.291819883683
2011-01-05,1294185600,0.29004,0.299,0.29004,0.299,357.157,106.19443563,0.297332645391
2011-01-06,1294272000,0.2989,0.299,0.29,0.298,3456.489,1031.2757853,0.298359342472
2011-01-07,1294358400,0.2975,0.322,0.2975,0.32,42601.118,13152.1498161,0.308727808883
2011-01-08,1294444800,0.3092,0.3229,0.309,0.3229,1629.438,512.0372754,0.314241643683
2011-01-09,1294531200,0.32291,0.323,0.32291,0.323,1691.366,546.1842181,0.322924912822
2011-01-10,1294617600,0.32291,0.329,0.3175,0.32659,10355.828,3360.6529941,0.324518038934
2011-01-11,1294704000,0.32659,0.32659,0.31761,0.32659,4857.8,1578.65990513,0.324974248658
2011-01-12,1294790400,0.3265,0.3557,0.31799,0.3188,31359.765,10508.16658726,0.335084353702
2011-01-13,1294876800,0.31868,0.405,0.3176,0.3176,20118.897,7147.03041942,0.355239674393
2011-01-14,1294963200,0.3176,0.45,0.3176,0.4,27130.957,10691.1105788,0.394055785751
2011-01-15,1295049600,0.4,0.4,0.385,0.386,1515.661,591.1502249,0.39002799762
2011-01-16,1295136000,0.3994,0.4,0.386,0.38679,2778.71,1085.15873273,0.390526083229
2011-01-17,1295222400,0.38679,0.38679,0.315,0.3495,18241.146,6360.69439524,0.348700371963
2011-01-18,1295308800,0.3495,0.3495,0.305,0.31299,15671.508,4950.5107684,0.315892431564
2011-01-19,1295395200,0.31299,0.31299,0.305,0.31299,7291.627,2247.62096063,0.308246837178
2011-01-20,1295481600,0.31299,0.39,0.31,0.39,19881.979,6900.04944037,0.347050433982
2011-01-21,1295568000,0.3899,0.44,0.368,0.41991,8477.545,3351.62059014,0.39535273362
2011-01-22,1295654400,0.41,0.4443,0.39,0.4443,10534.27,4513.91125516,0.428497774897
2011-01-23,1295740800,0.4443,0.4443,0.42,0.4424,1148.402,505.82674814,0.440461396044
2011-01-24,1295827200,0.4424,0.4424,0.381,0.4199,11061.936,4516.68184348,0.408308441079
2011-01-25,1295913600,0.4199,0.425,0.4,0.41,2163.718,901.2543369,0.416530405949
2011-01-26,1296000000,0.41123,0.42,0.3904,0.417,15564.808,6315.94719764,0.405783816777
2011-01-27,1296086400,0.4095,0.45,0.40851,0.4212,27708.195,12086.89735527,0.436221029745
2011-01-28,1296172800,0.4223,0.446,0.4212,0.446,5324.497,2301.76994502,0.43229810159
2011-01-29,1296259200,0.445,0.445,0.43,0.439,1448.382,643.63370168,0.444381179606
2011-01-30,1296345600,0.445,0.48,0.445,0.4799,10383.593,4775.80901023,0.459938001252
2011-01-31,1296432000,0.47981,0.95,0.47,0.52001,63516.079,32708.40250239,0.514962557786
2011-02-01,1296518400,0.5451,0.85,0.52011,0.7,31562.117,23264.17908735,0.737091846132
2011-02-02,1296604800,0.71,0.76001,0.69,0.716,5627.48,4126.0155456,0.733190619176
2011-02-03,1296691200,0.7218,0.75,0.6501,0.69,8524.501,6064.11978878,0.711375339012
2011-02-04,1296777600,0.72,0.88,0.67,0.811,42222.189,33965.74143512,0.804452403809
2011-02-05,1296864000,0.839,0.92,0.8115,0.92,15786.811,13634.19935074,0.863644934416
2011-02-06,1296950400,0.92,0.92,0.83,0.89968,8744.106,7608.76970652,0.8701598204
2011-02-07,1297036800,0.89968,0.9,0.83,0.89,2264.28,1949.54330076,0.860999214214
2011-02-08,1297123200,0.89,0.918,0.8617,0.918,7021.288,6306.76961277,0.898235425291
2011-02-09,1297209600,0.905,1.09,0.82,1.09,49632.504,47455.0071488,0.956127604378
